timestamp;current_ratio;quick_ratio;GrossMargin;OperatingMargin;roa;roe;debt_equity;interest_coverage;assets_turnover;receivable_turnover;cash_netincome;eps;pe;stock_price
2016-03-31;1.082520310781566;0.7425763649909533;0.352307058500412;0.036768744850315845;0.038213220594500705;0.07901870425589591;0;9.153846153846153;0;0;10.96140651801029;1.09;27.231191932608226;29.68199920654297
2016-06-30;1.0889917869334504;0.7649305438199209;0.36089834038836255;0.03957535443123026;0.05993171942892613;0.11676139799250211;0;10.111587982832617;0;0;6.72035214914552;2.9;12.338275251717404;35.78099822998047
2016-09-30;1.0630186876828467;0.7437160427488209;0.35708865425059083;0.03177373544652343;0.05911426886461288;0.11837813519289168;0;8.350427350427351;0;0;6.709738717339667;3.43;12.205685540468977;41.865501403808594
2016-12-31;1.044846631367537;0.7832755157933176;0.3611597374179431;0.030759612378868397;0.05120027959197047;0.1215452424163858;0;8.03265306122449;0;0;8.504266211604095;2.475;15.148888790246211;37.493499755859375
2017-03-31;1.0551084253589669;0.7716783871226504;0.3716749733997872;0.028140225121800973;0.06545869234668018;0.11917504844514164;0;7.23021582733813;0;0;6.310878823073945;1.52;29.162499779149105;44.32699966430664
2017-06-30;1.0120187561697926;0.7279615004935834;0.37706497984226744;0.022153144470537133;0.046870046577413615;0.0827948651675713;0;5.787234042553192;0;0;7.206555671175859;1.93;25.07772099786472;48.400001525878906
2017-09-30;1.0319935418082937;0.7407163494221618;0.37452411572824135;0.01685503308832923;0.039647577092511016;0.07810852461675724;0;3.880392156862745;0;0;7.248182762201454;2.46;19.53963458053465;48.067501068115234
2017-12-31;1.039977195376881;0.7627455384136966;0.3815915229586537;0.023187201329731975;0.04870674618336462;0.10581399545274099;0;4.65;0;0;7.454297407912688;2.91;20.093986013091307;58.4734992980957
2018-03-31;1.0579456759288168;0.7698824019148715;0.3978488303749853;0.037753222836095765;0.07747545692419681;0.12516288974350825;0;5.83939393939394;0;0;4.473336719146775;3.36;21.53779665629069;72.36699676513672
2018-06-30;1.072439518907108;0.7806342394834748;0.40952390116234316;0.04725386806250481;0.11517776839632166;0.17931133019002715;0;7.297176820208024;0;0;3.2726693227091634;8.58;9.905594156616495;84.98999786376953
2018-09-30;1.0824416166582316;0.7957306051623165;0.09196751597259642;0.08308636748518206;0.14865158219921515;0.22752715654952077;0;8.383495145631068;0;0;2.36261514266457;14.49;6.911663321316695;100.1500015258789
2018-12-31;1.098112324721089;0.8469974119401675;0.3827938572858133;0.06280790547301979;0.13919255402724331;0.24003995499322603;0;9.351719197707736;0;0;3.07772516382073;10.865;6.911965311807912;75.09850311279297
2019-03-31;1.0900541643771096;0.8320747311405918;0.6736201985990301;0.04252944346085752;0.17290547449986318;0.2479859533154307;0;12.076502732240437;0;0;1.958100791336943;7.24;12.297997026812306;89.0374984741211
2019-06-30;1.1020695197910388;0.8354143345101753;0.3239839119390347;0.0722038334231391;0.1575205104831358;0.22796404138632895;0;10.018691588785046;0;0;1.898561507936508;12.57;7.532339164351506;94.68150329589844
2019-09-30;1.095902184762116;0.8357546855938782;-0.07342583326918636;0.10259025479177893;0.14353479899815316;0.20080342606356621;0;9.3117903930131;0;0;2.075790957962457;16.87;5.144961571368368;86.79550170898438
2019-12-31;1.0970482394205803;0.8636291167494192;0.250365637749211;0.07048629820645062;0.11371893620113356;0.176522719948437;0;9.470588235294118;0;0;3.323596531264263;10.98;8.414571793352971;92.39199829101562
2020-03-31;1.0787093374816525;0.8421422388378016;0.5741571087676084;0.038382341621122314;0.12284700819910449;0.16183049393308002;0;9.922885572139304;0;0;2.6039004070813214;5.09;19.15245580766899;97.48600006103516
2020-06-30;1.181179176961745;0.9724482406066286;0.06746016472942806;0.0946039565853283;0.11883723446460129;0.1787651909722222;0;12.213664596273292;0;0;2.871168437025797;15.59;8.848043249691809;137.9409942626953
2020-09-30;1.1084955648010049;0.8755985556166104;-0.4820163959664383;0.15420290970672004;0.15382095973231594;0.20993053458169736;0;12.997566909975669;0;0;1.7380445416354953;28.24;5.5749466331417095;157.43649291992188
2020-12-31;1.0502274795268425;0.8619535546148672;-0.04123046724655531;0.11975117388961588;0.16680102159975288;0.23703481649608155;0;15.251838235294118;0;0;1.9140469738030714;22.165;7.347010899256993;162.84649658203125
2021-03-31;1.0520259263110463;0.8453693112890368;0.3995554614733277;0.08529943807251174;0.22159165788086452;0.2603852109949671;0;22.218045112781954;0;0;1.26956101550013;16.09;9.614915770725704;154.70399475097656
2021-06-30;1.19573485465906;0.9909756180385765;-0.21794896466784697;0.15940843660996074;0.20900545268658413;0.2564218705086104;0;19.864508393285373;0;0;1.3814457503906514;31.49;5.462305354254327;172.00799560546875
2021-09-30;1.117239543848896;0.8677677952158975;-0.8234643214533138;0.20609460395658533;0.18958211519443302;0.21783451113101754;0;16.140919366993216;0;0;1.1490309560979324;37.69;4.357972907969414;164.2519989013672
2021-12-31;1.1357597739445826;0.9063303951752352;-0.2316603802632592;0.12069894542375491;0.1475306349795767;0.17243299938514955;0;13.945525291828794;0;0;1.5302038761641077;15.064999999999998;11.066511466263382;166.7169952392578
2022-03-31;0.95962955529432;0.7088410700461623;0.36014356092679545;0.03530328689092448;0.1599465176730706;0.15979731494541086;0;7.773305084745763;0;0;1.7091953486199971;-7.56;-21.560515550078538;162.99749755859375
2022-06-30;0.9527838564127421;0.6808277081209771;-0.27899122469401894;0.06721961357863136;0.08683519492470093;0.08833198885861707;0;6.615530303030303;0;0;3.248039975876626;-0.58;-183.120688076677;106.20999908447266
2022-09-30;0.9365929767816304;0.675505653199205;-0.9551131552613348;0.09151527980909861;0.08613069837140488;0.08235567936343999;0;5.684997011356844;0;0;3.1067738231917335;-0.29;-389.65517241379314;113.0
2022-12-31;0.9446435811136924;0.7232372114574016;-0.3037006389038565;0.06872546378261873;0.05319467814784285;0.0534671295440384;0;5.723157051282051;0;0;6.947941345969136;0.010000000000000009;8399.999999999993;84.0
2023-03-31;0.9230941248221183;0.691542996544013;0.34771187745362175;0.04593564775613886;0.03152230566505899;0.027788203926847263;0;5.800729040097205;0;0;11.582207731718677;0.31;333.1935513404108;103.29000091552734
2023-06-30;0.9476787328485273;0.7008661746650656;-0.31979832191517205;0.11984258332691863;0.0930510670406173;0.07753170187779504;0;7.489476849067949;0;0;3.830094859241126;0.97;134.391753206548;130.36000061035156
2023-09-30;0.9847191042186015;0.740899637775972;-1.0416634593179894;0.22749403433146023;0.14041749711528376;0.10973750225443098;0;9.575941676792224;0;0;2.494197918223019;1.93;65.86528639719276;127.12000274658203
2023-12-31;1.0450772206625152;0.8430483212767634;-0.3702707643753368;0.18738934647063352;0.1675737303525944;0.14306625386996905;0;12.512046257629297;0;0;2.558385125426311;1.4649999999999999;103.71331224669369;151.94000244140625
2024-03-31;1.0720687739025268;0.8684470303664237;0.30112193056731584;0.1472846586098068;0.22979590094457555;0.17393070280299638;0;23.768633540372672;0;0;1.9459717652053923;1.0;180.3800048828125;180.3800048828125
