timestamp;current_ratio;quick_ratio;GrossMargin;OperatingMargin;roa;roe;debt_equity;interest_coverage;assets_turnover;receivable_turnover;cash_netincome;eps;pe
2020-11-27;1.477866473149492;0;0.8695782455614652;0.33530601543186755;0.2621532040265161;0.16099969843184558;0.8308202653799759;37.61344537815126;0.27485175424147584;4.774320457796852;2.096932802622337;4.4399999999999995;107.43918891425606
2021-03-05;1.2717878057182226;0;0.8855313700384123;0.37234314980793853;0.17077464788732394;0.09309021113243762;0.8444559279492101;48.46666666666667;0.15629377626575947;2.5690789473684212;3.4607454401268836;2.63;167.61596447614664
2021-06-04;1.3145646867371847;0;0.8848837209302326;0.3695090439276486;0.2942560039613766;0.17159976898642795;0.8468091250360958;49.310344827586206;0.3025564850285357;5.240352064996615;1.787968026924695;4.97;101.50905432595574
2021-09-03;1.392182199967695;0;0.8836830835117773;0.36839400428265523;0.41640561550063815;0.2489940335784654;0.8137921465242126;50.6;0.44656517747858016;7.55663430420712;1.288102535525216;7.51;88.76032314986269
2021-12-03;1.2505770340450086;0;0.8826629855054277;0.3690154985254439;0.28002076364055833;0.16405352436304657;0.840981279989187;52.04424778761062;0.2925186300062406;4.24307774227902;1.5835221421215242;5.095;121.00687523000491
2022-03-04;1.038766152563568;0;0.8798686062881277;0.3707179727827311;0.16934189406099517;0.09190562613430127;0.8857350272232305;56.42857142857143;0.1640745303356945;2.5293768545994064;2.1635071090047395;2.68;168.70522570254198
2022-06-03;1.0708192281651998;0;0.8784690101757632;0.35950508788159113;0.3090541224076884;0.17475867000357526;0.882445477297104;55.517857142857146;0.3284965433411836;5.445843828715366;1.3768412438625204;5.17;83.12572722739363
2022-09-02;1.1413014251142781;0;0.8779145325280941;0.35111994495833654;0.4217222287666392;0.2490781326097544;0.8607110554511932;54.67857142857143;0.4891190547412504;7.591990713871155;1.0810055865921788;7.6;48.43947561163652
2022-12-02;1.106791338582677;0;0.8779318899413622;0.3483874605322508;0.2682859048465985;0.1717671340118141;0.9333143548501885;53.26724137931034;0.32644947542794034;4.2944309927360775;1.755127408328154;5.16;66.18798425955366
2023-03-03;1.1216888530321367;0;0.8779806659505908;0.3407089151450054;0.14948453608247422;0.08777981134731803;0.8771645783471772;49.5625;0.17456031799602506;2.5846751804553025;3.2654370489174016;2.72;126.48529725916245
2023-06-02;1.1565033046514528;0;0.8796325625593918;0.3389293633196072;0.27409963338365323;0.17131688906860762;0.8761288583367031;55.3448275862069;0.34021840649471946;5.620771513353116;2.1463414634146343;5.55;78.6252243454392
2023-09-01;1.2491000719942404;0;0.8802311816725855;0.34168929740268783;0.37896253602305474;0.2500633874239351;0.8439401622718052;57.72941176470588;0.49367480233757305;7.758508914100486;1.6732572877059568;8.62;65.33758955599261
2023-12-01;1.3433523209307963;0;0.8817991096556311;0.29749782530829455;0.20592746300974377;0.13818258869112485;0.8028211647899262;51.910714285714285;0.328133919876423;4.393660071942446;3.1285870755750276;4.994999999999999;122.6166107513764
2024-03-01;1.04938659955961;0;0.8861443458124276;0.17502894635275956;0.061950439648281376;0.040103492884864166;0.8597024579560155;33.592592592592595;0.18023720914055164;2.5192027224112787;10.087096774193549;1.37;416.73722093122717
2024-05-31;1.163500105552037;0;0.8867600800686303;0.2661328757983033;0.19894765490338384;0.14774641245031328;1.0216263558579801;41.05882352941177;0.3496184223681141;6.508064516129032;3.4929320565435478;4.86;91.74279734921554
