timestamp;current_ratio;quick_ratio;GrossMargin;OperatingMargin;roa;roe;debt_equity;interest_coverage;assets_turnover;receivable_turnover;cash_netincome;eps;pe;stock_price
2018-06-30;2.900800164136233;2.8552865545069075;0.7600996574275927;0.2157209592027406;0.04869092666595938;0.09986943591479484;2.1292826228874007;12.663254113345522;0.1396495240449994;1.3650541897964579;1.4460719041278296;1.075;86.08483602834303;92.54119873046875
2018-09-30;2.91762176377561;2.853403699557546;0.8766116474618499;0.12401121146060418;0.053740978714333566;0.10264403782846906;1.9967196715018554;14.770029673590505;0.1403157375814672;2.0786658999424956;1.7154351767905711;1.15;93.6907030188519;107.74430847167969
2018-12-31;3.1176517349656185;3.0786795977582573;0.7218561195889132;0.25179694799128;0.10992261305251348;0.18717436609934004;1.8097755296978117;15.017087667161961;0.13964358975349514;1.8367886178861788;0.38494548828578057;2.24;42.901441029139924;96.09922790527344
2019-03-31;2.9685115389614007;2.9322886689812666;0.5951666147617565;0.3806166303332295;0.1629463308461601;0.27463526733007254;1.7753520829819531;15.148239960337134;0.13729817191517807;1.8759665784420572;0.43035351015238166;3.39;33.05724377477415;112.06405639648438
2019-06-30;2.5288389513108616;2.4991212906943243;0.7327686079103083;0.2693241980691373;0.10461572639445862;0.17947327274504055;1.8003127137691781;16.29238884702336;0.12614637278577312;1.2243598428397235;0.6183332879584003;2.395;53.343248466858036;127.757080078125
2019-09-30;2.8544684951305963;2.8093533844936163;0.8703706010588602;0.15803176580504516;0.06436562665766504;0.1006779117677563;1.6301373737754687;19.915227629513343;0.12958362459894965;1.893854455912401;1.2284135605918711;1.4;95.0241415841239;133.03379821777344
2019-12-31;2.8013749161636485;2.770808182427901;0.7164247897851137;0.33107443164123324;0.13363539509438932;0.20277179885386298;1.5683095841393528;20.58636715724245;0.12782449415475575;1.536578108395324;0.3970081067765486;2.93;51.676472217963415;151.4120635986328
2020-03-31;2.904338494557719;2.876335019673974;0.5797072563064466;0.4927063220180629;0.1940060408785666;0.28889704020052226;1.49298259403848;20.76220472440945;0.12663558113708578;1.5924930613683421;0.3540010278424378;4.34;34.985091389598935;151.83529663085938
2020-06-30;2.5157654542940118;2.489558843866685;0.7213266895048271;0.34523824353783866;0.12910425198581754;0.19852245063565052;1.5469214903976196;22.224538893344025;0.11996906850397097;1.1292368248414608;0.5780464957847228;3.09;63.58411474135316;196.47491455078125
2020-09-30;2.527649309124129;2.4890373415553273;0.8629461227032077;0.19777016505761444;0.07845739424092343;0.11259238848547717;1.4393882909751037;26.954159592529713;0.12009262427699575;1.581900135661459;1.2383934355430792;1.84;110.62500165856402;203.5500030517578
2020-12-31;2.5779124559167825;2.5494028391073704;0.686128931796948;0.42071628776082215;0.16873882728929201;0.2254061856936638;1.3352759605638993;29.114655172413794;0.11885433209376038;1.3235207967193907;0.49162011173184356;3.88;55.622124426143685;215.8138427734375
2021-03-31;2.29404512902913;2.262947931239871;0.5236250389286826;0.6330862659607599;0.27058702766674314;0.33316977064049663;1.296412772759377;28.344116006692694;0.11702964591312456;1.3732999012233114;0.30575948943386966;5.93;38.666816183929704;229.29421997070312
2021-06-30;2.0799936835218875;2.0502611186933914;0.6768171909062597;0.44259732170663346;0.17710378187260717;0.23001239541369692;1.3507549933797223;30.471269296740996;0.10829920396429973;0.9501879452198828;0.43553078783796195;4.33;60.9856162831084;264.0677185058594
2021-09-30;2.1647874031392806;2.122429465527518;0.8300093428838368;0.252108377452507;0.1176244507417138;0.1349208438063404;1.2070168050638908;37.547309833024116;0.10777000638009886;1.321730227796263;0.9346500853450378;2.73;100.85558769030449;275.33575439453125
