timestamp;current_ratio;quick_ratio;GrossMargin;OperatingMargin;roa;roe;debt_equity;interest_coverage;assets_turnover;receivable_turnover;cash_netincome;eps;pe
2016-12-31;11.965565217391305;0;0.8548080860727448;0.41707307993001;0.13092642655736753;0.07608879278305233;0.0974254147379802;112.03;0.20674712519819585;3.3635111445028802;2.0224245115452932;1.565;73.3636240608776
2017-03-31;12.612704918032787;0;0.8557021912350598;0.41421812749003983;0.08296777687516924;0.04926995561844729;0.10493985978002186;66.54;0.11689029892016183;2.3519765739385066;2.376958224543081;1.06;133.7346202922317
2017-06-30;12.308898944193063;0;0.8619835186999366;0.4453984901746096;0.17054700519556906;0.10467652411967329;0.11073840646199666;154.58;0.2349985780642715;4.452912496792404;0.919959764333956;2.4;62.77932484944662
2017-09-30;13.374583963691377;0;0.8611683103934107;0.46425345905133486;0.26389611564825916;0.16381586338613638;0.10939782046961016;257.02;0.3504012759816704;6.257007233273056;0.6291470210030005;4.02;42.417809026158274
2017-12-31;12.915691489361702;0;0.8544656594445986;0.4615733851237168;0.17145769412927536;0.11199510403916768;0.13688514667706833;183.0;0.23453102077516444;3.39909122085048;0.9852879361076082;2.8699999999999997;61.35823319597943
2018-03-31;9.911915060951632;0;0.8389603877653351;0.45537355841551064;0.09894469570737126;0.0642617881989178;0.1459031177531564;108.98;0.13453257631120355;2.3393939393939394;2.4478748997594226;1.72;92.71064580873002
2018-06-30;10.670877944325483;0;0.8356550382982101;0.44898202166924633;0.20253647181586498;0.1271446927515054;0.13742410118162807;226.26;0.27906435857394424;4.507513416815742;1.1560487466560982;3.48;55.72457149110991
2018-09-30;8.9979860856829;0;0.8314921385263591;0.43913780700852945;0.3098866665310192;0.18956461128674915;0.15073062657140723;341.86;0.42101847445160734;6.425222845823704;0.6397898883782009;5.26;31.20204214814045
2018-12-31;7.193957531708707;0;0.8795730140787175;0.2621775768163601;0.1749108557844691;0.1049544141595445;0.15698883830399277;204.1;0.39990137053855795;5.130354553842098;1.1466107933631575;3.0549999999999997;42.82198592215631
2019-03-31;5.379491320145337;0;0.927653889631076;0.08521734662419073;0.045572232645403374;0.028075731656572196;0.2653959961163253;66.34;0.3555450003197019;6.011428571428572;4.609715932482503;0.85;195.70371740004597
2019-06-30;4.4657523692118035;0;0.8426934539101839;0.204064330490186;0.08704128638222253;0.056837385367612264;0.3181992293999685;158.86;0.3326667008529477;5.18088646346333;2.7746283448959366;1.77;108.8159334861626
2019-09-30;4.657788115246098;0;0.7616123728291029;0.3886548145103278;0.17938433286618663;0.11846934541856828;0.3236098256364429;302.56;0.31284862318957063;5.072852860680308;1.4439655172413792;3.9;45.567900828826126
2019-12-31;4.399455258088088;0;0.836373445689035;0.27002620491213647;0.1210872027180068;0.07935361291982504;0.3198487937142518;210.21;0.2918366122840691;4.089514603908384;2.4041651078688115;2.81;72.89291327534197
2020-03-31;4.602097020372951;0;0.9111345185489672;0.15139759531394512;0.0706859507707393;0.04655093823596444;0.3140146623110233;117.86;0.2813017178455023;5.340101522842639;4.8810689514483885;1.72;96.7778671619504
2020-06-30;6.024938096922533;0;0.8127633336758812;0.3045935669509814;0.1479671216791428;0.09127454797323603;0.2647785815821163;237.12;0.27864357761058334;5.201657089402646;2.139569487154052;3.54;64.01252962101651
2020-09-30;5.50895847287341;0;0.7050149008323914;0.5111499332031652;0.27245094910256995;0.15227085474513935;0.24382702941451276;397.92;0.26580713890615076;4.850947158524427;0.6682099626262062;6.29;41.55213275660771
2020-12-31;5.051064681930446;0;0.7865969581749049;0.40173157948823346;0.1812078763050086;0.10688284355756489;0.24184270013251227;312.74;0.24431946571593563;3.433965593295104;1.3093640606767796;4.8149999999999995;56.61470882617797
2021-03-31;6.080207596131163;0;0.8681790155174186;0.2923132257733018;0.12282403455678849;0.07105501395362757;0.2234525688890219;227.56;0.2380337934113244;3.787855196574543;2.0944508792250183;3.34;88.00179487216973
2021-06-30;5.425373134328358;0;0.729472818826431;0.6100349398828486;0.24650234829051884;0.14390820896062273;0.23426682196676482;474.9;0.22814740136804038;3.327406394255428;0.8300321737381862;7.0;49.570992606026785
2021-09-30;4.23428026049854;0;0.5812095365327304;0.8778131743911212;0.38563530051311967;0.21809388122375525;0.27163317336532694;683.36;0.22952501695315033;3.2200529450694906;0.5089908887742822;10.27;32.97897086287427
2021-12-31;3.154293825408091;0;0.7134672695509198;0.5484020141814818;0.2741277412774128;0.14634165872564642;0.3291826488040423;426.92;0.23450029219155716;2.772562148301161;0.9228454172366621;6.505;51.6003455499976
2022-03-31;2.8106326472541023;0;0.845725002569109;0.21899085397184256;0.12595967265671137;0.06057876456649463;0.3326354399974032;170.48;0.23702639174755508;3.4173836698858646;2.056664434025452;2.74;80.98686385328752
2022-06-30;2.5200072016923976;0;0.7123368615764053;0.4336912958585962;0.2527729651526247;0.11252554326651665;0.34994871468668254;337.62;0.2292627474540432;3.377353579175705;0.9523742227247032;5.21;30.88662702154061
2022-09-30;2.5704147749812667;0;0.5654865892508478;0.5792056314870003;0.31804852953785473;0.1494592808677293;0.44160072203329737;450.9;0.21758136102943643;3.4669991983610937;0.8222893190273359;6.86;19.73786423574731
2022-12-31;2.203396729075705;0;0.7042827047579899;0.3824375706504984;0.20366420930662144;0.0964737139357107;0.4773889732963178;297.72;0.20957642130654133;2.8905391356007724;1.2859498680738786;4.535;26.48141476127515
2023-03-31;2.067806627004452;0;0.843078820265132;0.18566950981399652;0.10877808052131166;0.04574702512119876;0.4783524980968789;144.54;0.21098048143269862;3.524447663889895;2.1755123489227537;2.21;95.70378782522624
2023-06-30;2.32478861000635;0;0.6903195971637036;0.42696023019216933;0.1940483036227717;0.10070654241865809;0.5420679981795528;332.38;0.18832249574237497;3.1111821596994647;2.208030819380649;5.24;54.65486832247436
2023-09-30;2.5671612459467426;0;0.5307779262151886;0.7801613400472716;0.3200005103472913;0.17554751422592094;0.5137499737529134;607.34;0.17997540157392936;3.0071075401730534;1.5111040229655914;9.73;30.790787292041365
2023-12-31;2.6709949937421777;0;0.6800945432124139;0.5675804131127326;0.21935219352193522;0.12225138410111773;0.49915778752742085;441.85;0.16951263592932764;2.4073226544622424;2.2871562082777035;7.295;48.42140244816655
2024-03-31;2.680687520017081;0;0.8294111602096393;0.3549994861781934;0.16419753086419753;0.08271973998354834;0.4903062282232878;276.36;0.17466927536752166;2.8982874162323156;2.6909208505133804;4.86;99.81447698648083
