timestamp;current_ratio;quick_ratio;GrossMargin;OperatingMargin;roa;roe;debt_equity;interest_coverage;assets_turnover;receivable_turnover;cash_netincome;eps;pe
2018-01-28;8.026886383347788;7.336513443191674;0.6082917082917083;0.34285714285714286;0.17136682874122097;0.2122875117119529;0.5046178557087405;56.26229508196721;0.4452450849568544;3.9565217391304346;2.523329129886507;2.6399999999999997;2.2797067960103354
2018-04-29;8.54249547920434;7.821880650994575;0.6448394137823511;0.40380417835983784;0.13166807790008467;0.16120253984709085;0.48503304392898794;86.33333333333333;0.2798429319371728;2.628688524590164;0.614951768488746;2.05;2.7324069418558263
2018-07-29;7.408344733242134;6.662790697674419;0.6387045813586097;0.38736176935229066;0.2165081709906749;0.26662876634451393;0.4646958499147243;84.55172413793103;0.4913833255705636;3.808664259927798;0.306183368869936;3.86;1.6168631420234325
2018-10-28;7.080845771144278;6.199626865671642;0.6270634002733677;0.36904636736410473;0.31398208326014404;0.37730870712401055;0.4413720316622691;79.77272727272727;0.6964194186131654;4.286164939161784;0.20167832167832167;5.88;0.8355774036070117
2019-01-27;7.943566591422122;6.758465011286682;0.618873071349416;0.3297246611542068;0.18797953964194372;0.21242774566473988;0.4228216655962321;67.85964912280701;0.44128046945531146;4.119030898876405;0.3940539178634417;3.265;1.2165810758815607
2019-04-28;8.984784446322909;7.779374471682164;0.5837837837837838;0.16126126126126125;0.03706839777965942;0.04060181368507832;0.44486809563066776;27.53846153846154;0.1583339276799087;1.78743961352657;7.035532994923858;0.65;6.802536891056941
2019-07-28;8.649202733485193;7.735003796507213;0.5911648260054178;0.1935819962492186;0.08313580897199543;0.09162151702786378;0.42946981424148606;34.407407407407405;0.32480541455160744;3.07431133888533;7.502639915522703;1.56;2.7895062397687864
2019-10-27;8.420338983050847;7.7105084745762715;0.6083450659157814;0.23755279662101625;0.14855072463768115;0.16452648475120385;0.40984483681112893;47.58974358974359;0.4941808981657179;5.369759450171821;5.2926829268292686;3.03;1.6795984589227357
2020-01-26;7.673766816143497;7.125;0.6203066189295878;0.25998347562654917;0.10087655222790358;0.11315961979678794;0.4187971156997706;44.25;0.31455385503898353;3.286964393482197;7.889934829833454;2.26;2.759654965020914
2020-04-26;10.291119285338938;9.69837099316868;0.6506493506493507;0.3168831168831169;0.04682393790849673;0.07000534391938316;0.7752500190854263;39.04;0.13245033112582782;1.6151022548505507;16.896401308615047;1.49;4.842249339058895
2020-07-26;6.091701244813278;5.5103734439834025;0.6160380074863231;0.23423553124100202;0.10482937129623322;0.11060802069857698;0.8096880839442289;20.858974358974358;0.27585385226370135;3.333013435700576;2.12735542560104;2.5;4.065687561035157
2020-10-25;3.9228672662850914;3.5153992913600436;0.6202878684030158;0.259167237834133;0.19974987841311748;0.1874918481805139;0.7530324768488327;23.091603053435115;0.434210036828987;4.584446190102121;0.7829565217391304;4.67;2.9023413484561114
2021-01-31;4.090445859872611;3.6252229299363057;0.627069751341372;0.2873709109790573;0.14908128308938026;0.14168590540460546;0.7043153969099627;27.070652173913043;0.3010142058282102;3.567929188966653;0.35387507833716314;3.875;3.3442237607894407
